"lon" "lat" "date" "SPEI"
"243" 14.0499 45.6499 "1950-08-31" -4.0821191217151
"244" 14.0499 45.6499 "1950-09-01" 17.7696751315199
"245" 14.0499 45.6499 "1950-09-02" -2.20203675697306
"246" 14.0499 45.6499 "1950-09-03" 11.2909118988544
"247" 14.0499 45.6499 "1950-09-04" 2.80369859441175
"248" 14.0499 45.6499 "1950-09-05" -2.66022204027917
"249" 14.0499 45.6499 "1950-09-06" -2.81265082394512
"250" 14.0499 45.6499 "1950-09-07" -2.89571472806009
"251" 14.0499 45.6499 "1950-09-08" -1.78440709964756
"252" 14.0499 45.6499 "1950-09-09" -2.28660395709551
"253" 14.0499 45.6499 "1950-09-10" -3.11802393004008
"254" 14.0499 45.6499 "1950-09-11" -3.00688812489118
"255" 14.0499 45.6499 "1950-09-12" -3.1722815680671
"256" 14.0499 45.6499 "1950-09-13" -2.82022468454824
"257" 14.0499 45.6499 "1950-09-14" -3.37651406049426
"258" 14.0499 45.6499 "1950-09-15" 11.4058302122908
"259" 14.0499 45.6499 "1950-09-16" 19.1862177832542
"260" 14.0499 45.6499 "1950-09-17" -2.46698109444202
"261" 14.0499 45.6499 "1950-09-18" -2.91587516195367
"262" 14.0499 45.6499 "1950-09-19" -1.79852873815873
"263" 14.0499 45.6499 "1950-09-20" 0.648826854921532
"264" 14.0499 45.6499 "1950-09-21" 21.1034209338684
"265" 14.0499 45.6499 "1950-09-22" -2.4723490609031
"266" 14.0499 45.6499 "1950-09-23" -2.8327262567105
"267" 14.0499 45.6499 "1950-09-24" -2.81765088663774
"268" 14.0499 45.6499 "1950-09-25" -3.44864195520687
"269" 14.0499 45.6499 "1950-09-26" 17.1305907312509
"270" 14.0499 45.6499 "1950-09-27" 5.05447045223226
"271" 14.0499 45.6499 "1950-09-28" -2.62166445262562
"272" 14.0499 45.6499 "1950-09-29" -2.73403477567365
"273" 14.0499 45.6499 "1950-09-30" 8.09247994446155
"274" 14.0499 45.6499 "1950-10-01" 15.5589671521289
"275" 14.0499 45.6499 "1950-10-02" 5.47120037122889
"276" 14.0499 45.6499 "1950-10-03" 3.39310611233778
"277" 14.0499 45.6499 "1950-10-04" -1.90230959282075
"278" 14.0499 45.6499 "1950-10-05" -2.37240452261078
"279" 14.0499 45.6499 "1950-10-06" -2.2946262248291
"280" 14.0499 45.6499 "1950-10-07" -2.53141984650526
"281" 14.0499 45.6499 "1950-10-08" -2.49362009660608
"282" 14.0499 45.6499 "1950-10-09" -2.38161469204419
"283" 14.0499 45.6499 "1950-10-10" -2.41141579722362
"284" 14.0499 45.6499 "1950-10-11" 1.2448942875714
"285" 14.0499 45.6499 "1950-10-12" -0.0707994203664775
"286" 14.0499 45.6499 "1950-10-13" -2.23164797337829
"287" 14.0499 45.6499 "1950-10-14" -2.40315395651499
"288" 14.0499 45.6499 "1950-10-15" -2.3174194334568
"289" 14.0499 45.6499 "1950-10-16" -2.43375867536452
"290" 14.0499 45.6499 "1950-10-17" -2.57168741010689
"291" 14.0499 45.6499 "1950-10-18" -2.009143739219
"292" 14.0499 45.6499 "1950-10-19" -2.50566616819783
"293" 14.0499 45.6499 "1950-10-20" -2.31399878052331
"294" 14.0499 45.6499 "1950-10-21" -2.60067536255578
"295" 14.0499 45.6499 "1950-10-22" -1.89243413653166
"296" 14.0499 45.6499 "1950-10-23" -2.29193436083534
"297" 14.0499 45.6499 "1950-10-24" 2.88652268517895
"298" 14.0499 45.6499 "1950-10-25" 14.1251467939928
"299" 14.0499 45.6499 "1950-10-26" 14.8196537288182
"300" 14.0499 45.6499 "1950-10-27" 4.5587117157203
"301" 14.0499 45.6499 "1950-10-28" 7.30186332665983
"302" 14.0499 45.6499 "1950-10-29" -1.25595240844242
"303" 14.0499 45.6499 "1950-10-30" 2.79447893826055
"304" 14.0499 45.6499 "1950-10-31" 5.00961082740333
"305" 14.0499 45.6499 "1950-11-01" -1.35751177481859
"306" 14.0499 45.6499 "1950-11-02" -1.55743281789643
"307" 14.0499 45.6499 "1950-11-03" 35.188563098124
"308" 14.0499 45.6499 "1950-11-04" 8.46558409941012
"309" 14.0499 45.6499 "1950-11-05" -1.39213716796076
"310" 14.0499 45.6499 "1950-11-06" -1.48905206354145
"311" 14.0499 45.6499 "1950-11-07" -1.33797898454208
"312" 14.0499 45.6499 "1950-11-08" -1.29564367418636
"313" 14.0499 45.6499 "1950-11-09" -1.60628872214441
"314" 14.0499 45.6499 "1950-11-10" -2.15359660766296
"315" 14.0499 45.6499 "1950-11-11" 0.879389688172753
"316" 14.0499 45.6499 "1950-11-12" 8.90523101099913
"317" 14.0499 45.6499 "1950-11-13" -1.88460829197749
"318" 14.0499 45.6499 "1950-11-14" 10.7326149777113
"319" 14.0499 45.6499 "1950-11-15" -1.74806163967728
"320" 14.0499 45.6499 "1950-11-16" 2.6778076155923
"321" 14.0499 45.6499 "1950-11-17" 4.52006726856515
"322" 14.0499 45.6499 "1950-11-18" -1.61229580995195
"323" 14.0499 45.6499 "1950-11-19" 2.66719939479894
"324" 14.0499 45.6499 "1950-11-20" 17.3899087527438
"325" 14.0499 45.6499 "1950-11-21" -1.68231189898701
"326" 14.0499 45.6499 "1950-11-22" 11.1347260027322
"327" 14.0499 45.6499 "1950-11-23" 1.06738820692485
"328" 14.0499 45.6499 "1950-11-24" 5.9963973174745
"329" 14.0499 45.6499 "1950-11-25" -1.66363807284571
"330" 14.0499 45.6499 "1950-11-26" 7.90147726943874
"331" 14.0499 45.6499 "1950-11-27" -1.42502964497932
"332" 14.0499 45.6499 "1950-11-28" -1.64030218524991
"333" 14.0499 45.6499 "1950-11-29" 9.67251435168775
"334" 14.0499 45.6499 "1950-11-30" -1.81522725829464
"335" 14.0499 45.6499 "1950-12-01" -1.36256443407749
"336" 14.0499 45.6499 "1950-12-02" -1.71911353319745
"337" 14.0499 45.6499 "1950-12-03" 10.7630009526466
"338" 14.0499 45.6499 "1950-12-04" 21.9440093274133
"339" 14.0499 45.6499 "1950-12-05" 5.14811450839307
"340" 14.0499 45.6499 "1950-12-06" 16.0190042117767
"341" 14.0499 45.6499 "1950-12-07" 8.97135558292338
"342" 14.0499 45.6499 "1950-12-08" -1.28093086795577
"343" 14.0499 45.6499 "1950-12-09" 4.723670794518
"344" 14.0499 45.6499 "1950-12-10" 3.09795418754896
